"ID","SX","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","LAYOUT","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLEVAL","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","CONF","update_stamp"
"2440","","LSCR23B","LSCR","Life Stressor Checklist - Revised","","23B. At that time or shortly after did you experience feelings of intense helplessness, fear, or horror?","","","N","2","0","","","if((($vals{'LSCR23A'}>0&&is_numeric($vals{'LSCR23A'})==1)||(notin($vals{'LSCR23A'},$_n,$_m)&&is_numeric($vals{'LSCR23A'})==0))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required.';}elsif(((is_numeric($vals{'LSCR23A'})==1&&($vals{'LSCR23A'}<=0&&length($vals{'LSCR23A'})>0))||(is_numeric($vals{'LSCR23A'})==0&&in($vals{'LSCR23A'},$_n,$_m)))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif(((is_numeric($vals{'LSCR23A'})==1&&($vals{'LSCR23A'}<=0&&length($vals{'LSCR23A'})>0))||(is_numeric($vals{'LSCR23A'})==0&&in($vals{'LSCR23A'},$_n,$_m)))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes;0=No","","radio; missing; indent=1","17226","146","","","R","1","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2441","","LSCR23C","LSCR","Life Stressor Checklist - Revised","","23C. Single or Recurrent","","","N","2","0","","","if((($vals{'LSCR23A'}>0&&is_numeric($vals{'LSCR23A'})==1)||(notin($vals{'LSCR23A'},$_n,$_m)&&is_numeric($vals{'LSCR23A'})==0))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required.';}elsif(((is_numeric($vals{'LSCR23A'})==1&&($vals{'LSCR23A'}<=0&&length($vals{'LSCR23A'})>0))||(is_numeric($vals{'LSCR23A'})==0&&in($vals{'LSCR23A'},$_n,$_m)))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif(((is_numeric($vals{'LSCR23A'})==1&&($vals{'LSCR23A'}<=0&&length($vals{'LSCR23A'})>0))||(is_numeric($vals{'LSCR23A'})==0&&in($vals{'LSCR23A'},$_n,$_m)))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,2)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Single;2=Recurrent","","radio; missing; indent=1; grid_start; grid_cols=2; grid_indent=1","17226","147","","","R","1","","1","","","","","","","2:1:1:","","{}","2015-01-05 10:24:15.0"
"2442","","LSCR23AGE1","LSCR","Life Stressor Checklist - Revised","","Age at time of event","","","N","2","0","","","if((in($vals{'LSCR23C'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCR23C'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCR23C'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},0..99)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0..99","","text; missing; subquestion_trigger=(lscr23c:1)","17226","148","","","T","","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2443","","LSCR23AGE2","LSCR","Life Stressor Checklist - Revised","","Age at first event","","","N","2","0","","","if((in($vals{'LSCR23C'},2))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCR23C'},2))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCR23C'},2))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},0..99)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0..99","","text; missing; subquestion_trigger=(lscr23c:2)","17226","149","","","T","","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2444","","LSCR23AGE3","LSCR","Life Stressor Checklist - Revised","","Age at last event","","","N","2","0","","","if((in($vals{'LSCR23C'},2))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCR23C'},2))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCR23C'},2))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},0..99)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0..99","","text; missing; subquestion_trigger=(lscr23c:2); grid_end","17226","150","","","T","","","1","","","","","","","-1","","{}","2015-01-05 10:24:15.0"
"2445","","COMMENTS","LSCR","Life Stressor Checklist - Revised","","Comments","","","T","1000","0","","","1","","","","paragraph","17226","151","","","P","","","0","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2446","","ID","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","","","","N","38","0","","","","","""crfname"",""Structured Clinical Interview for the DSM-IV (SCID-IV)"",""indexes"",""dodadni_scid_idx=RID,VISCODE,ENTRY"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE""","","subquestion_trigger_off; reason_for_change","17669","1","","","4","","","0","","","","","","","","","{""reason_for_change"":""1""}","2015-01-05 10:24:15.0"
"2447","","SX","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","","","","N","10 digits","0","","","","","","","","17669","2","","","","","","0","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2448","","RID","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","","","","N","38 digits","0","","","","","","","","17669","3","","","","","","0","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2449","","SITEID","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","","","","N","38 digits","0","","","","","","","","17669","4","","","","","","0","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2450","","VISCODE","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","","","","T","20 characters","0","","","","","","","","17669","5","","","","","","0","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2451","","ENTRY","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","","","","N","1 digit","0","","","","","","","","17669","6","","","","","","0","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2452","","VERIFY","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","","","","N","1 digit","0","","","","","","","","17669","7","","","","","","0","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2453","","USERID","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","","","","T","100 characters","0","","","","","","","","17669","8","","","","","","0","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2454","","USERDATE","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","","","","S","100 digits","0","","","","","","","","17669","9","","","","","","0","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2455","","USERID2","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","","","","T","100 characters","0","","","","","","","","17669","10","","","","","","0","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2456","","USERDATE2","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","","","","S","100 digits","0","","","","","","","","17669","11","","","","","","0","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2457","","EXAMDATE","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","Examination Date","","","D","10","0","","","if(in($vals{$x},$_m)){1;}elsif(date_validate('date'=>$vals{$x})>0&&date_range_compare('date'=>$vals{$x},'lower_date'=>'01/01/1800')>0){1;}else{'Error :  Date is not valid. Please review.';}","MM/DD/YYYY","","","date_strict; default=-4","17669","12","","","DS","","","0","","","","","","","","-4","{}","2015-01-05 10:24:15.0"
"2458","","BP1LA","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","Lifetime Prevalence <!--Bipolar-->","","","N","2","0","","","if(in($vals{$x},0,1)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0=Absent;1=Present","","radio; missing; grid_start; grid_cols=2; grid_title=<big header>MOOD DISORDERS</big header><p /><b>BIPOLAR</b>","17669","13","","","R","","","1","","","","","","","2:1:0:<big header>MOOD DISORDERS</big header><p /><b>BIPOLAR</b>","","{}","2015-01-05 10:24:15.0"
"2459","","BP1CA","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","Current Diagnosis <!--Bipolar-->","","","N","2","0","","","my$lifetime=$vals{'BP1LA'};if(is_zero($lifetime)){if(is_zero($vals{$x})){return 1;}else{return qq{Error: If 'Lifetime Prevalence' equals 'Absent', 'Current Diagnosis' must also equal 'Absent'. Please review.};}}else{if($vals{$x}==$_n){return qq{Error: Response is required. Please complete.};}elsif(in($vals{$x},0,1,$_m)){return 1;}else{return undef;}}","","0=Absent;1=Present","","radio; missing; grid_end; rangeperl","17669","14","","","R","","","1","","","","","","","-1","","{}","2015-01-05 10:24:15.0"
"2460","","MDL","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","Lifetime Prevalence <!--Major Depressive Disorder-->","","","N","2","0","","","if(in($vals{$x},0,1)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0=Absent;1=Present","","radio; missing; grid_start; grid_cols=2; grid_title=<b>MAJOR DEPRESSIVE DISORDER</b>","17669","15","","","R","","","1","","","","","","","2:1:0:<b>MAJOR DEPRESSIVE DISORDER</b>","","{}","2015-01-05 10:24:15.0"
"2461","","MDC","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","Current Diagnosis  <!--Major Depressive Disorder-->","","","N","2","0","","","my$lifetime=$vals{'MDL'};if(is_zero($lifetime)){if(is_zero($vals{$x})){return 1;}else{return qq{Error: If 'Lifetime Prevalence' equals 'Absent', 'Current Diagnosis' must also equal 'Absent'. Please review.};}}else{if($vals{$x}==$_n){return qq{Error: Response is required. Please complete.};}elsif(in($vals{$x},0,1,$_m)){return 1;}else{return undef;}}","","0=Absent;1=Present","","radio; missing; rangeperl","17669","16","","","R","","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2462","","MDLTYP","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","Depressive Episodes <!--Major Depressive Disorder-->","","","N","2","0","","","if((in($vals{'MDL'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'MDL'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'MDL'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,2)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Single;2=Recurrent","","radio; missing; indent=1; subquestion_trigger=(mdl:1)","17669","17","","","R","1","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2463","","MDLEPI","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","# of Episodes  <!--Major Depressive Disorder:  Lifetime-->","","","N","2","0","","","if((in($vals{'MDLTYP'},2))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'MDLTYP'},2))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'MDLTYP'},2))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},2..99)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","2..99","","text; missing; indent=1; subquestion_trigger=(mdltyp:2); grid_end","17669","18","","","T","1","","1","","","","","","","-1","","{}","2015-01-05 10:24:15.0"
"2464","","MDL1ST","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","Year of 1st MDE <!--Major Depressive Disorder:  Lifetime Chronology-->","","","N","4","0","","","my$recurrent=$vals{'MDLTYP'};if($recurrent==2){my$this_year=$today{y4};if($vals{$x}==$_n){return qq{Error: Response is required. Please complete.};}elsif($vals{$x}==$_m){return 1;}elsif($vals{$x}<1900||$vals{x}>$this_year){return qq{Error: Year is out of range (1900 - $this_year).};}elsif($vals{$x}>=1900&&$vals{$x}<=$this_year){return 1;}else{return qq{Error: Please review your response. Year must be between 1900 and $this_year.};}}else{if($vals{$x}==$_n){return 1;}else{return qq{Error: Response is allowed only if 'Depressive Episodes' equals 'Recurrent'. Please review.};}}","","","4-digit year","text; missing; indent=1; subquestion_trigger=(mdltyp:2); grid_start; grid_cols=3; grid_title=<b>Chronology</b>; rangeperl","17669","19","","","T","1","","1","","","","","","","3:1:0:<b>Chronology</b>","","{}","2015-01-05 10:24:15.0"
"2465","","MDLMO","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","Date of last MDE <br/> Month <!--Major Depressive Disorder:  Lifetime Chronology-->","","","N","2","0","","","my$lifetime=$vals{'MDL'};my$year=$vals{'MDLYR'};if($lifetime==1){my$this_month=$today{mm};my$this_year=$today{y4};if($vals{$x}==$_n){return qq{Error: Response is required. Please complete.};}elsif($vals{$x}==$_m){return 1;}elsif($vals{$x}<=0||$vals{$x}>12){return qq{Error: Month is out of range (1-12).};}elsif($year==$this_year){if($vals{$x}<=$this_month){return 1;}else{return qq{Error: If 'Date of last MDE' Year is equal to current year ($this_year), then month must be less than or equal to current month ($this_month).};}}else{return 1;}}else{if($vals{$x}==$_n){return 1;}else{return qq{Error:  Response is not allowed if Lifetime Major Depression = Absent.};}}","","1..12","","text; missing; indent=1; subquestion_trigger=(mdl:1); rangeperl","17669","20","","","T","1","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2466","","MDLYR","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","Year <!--Major Depressive Disorder:  Lifetime Chronology-->","","","N","4","0","","","my$lifetime=$vals{'MDL'};my$year=$vals{'MDL1ST'};if($lifetime==1){my$this_year=$today{y4};if($vals{$x}==$_n){return qq{Error: Response is required. Please complete.};}elsif($vals{$x}==$_m){return 1;}elsif($vals{$x}<1900||$vals{x}>$this_year){return qq{Error: Year is out of range (1900 - $this_year).};}elsif($vals{$x}>=$year&&$vals{$x}<=$this_year){return 1;}else{return qq{Error: Please review your response. Year must be between 'Year of 1st MDE' ($year) and this year ($this_year).};}}else{if($vals{$x}==$_n){return 1;}else{return qq{Error:  Response is not allowed if Lifetime Major Depression = Absent.};}}","","","4-digit year","text; missing; indent=1; subquestion_trigger=(mdl:1); grid_end; rangeperl","17669","21","","","T","1","","1","","","","","","","-1","","{}","2015-01-05 10:24:15.0"
"2467","","DYS","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","DYSTHYMIC DISORDER <p> <b>Current Diagnosis </b>","","","N","2","0","","","if(in($vals{$x},0,1)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0=Absent;1=Present","","radio; missing","17669","22","","","R","","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2468","","DNL","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","Lifetime Prevalence <!--Depressive Disorder NOS-->","","","N","2","0","","","if(in($vals{$x},0,1)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0=Absent;1=Present","","radio; missing; grid_start; grid_cols=2; grid_title=<b>DEPRESSIVE DISORDER NOS</b>","17669","23","","","R","","","1","","","","","","","2:1:0:<b>DEPRESSIVE DISORDER NOS</b>","","{}","2015-01-05 10:24:15.0"
"2469","","DNC","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","Current Diagnosis <!--Depressive Disorder NOS-->","","","N","2","0","","","my$lifetime=$vals{'DNL'};if(is_zero($lifetime)){if(is_zero($vals{$x})){return 1;}else{return qq{Error: If 'Lifetime Prevalence' equals 'Absent', 'Current Diagnosis' must also equal 'Absent'. Please review.};}}else{if($vals{$x}==$_n){return qq{Error: Response is required. Please complete.};}elsif(in($vals{$x},0,1,$_m)){return 1;}else{return undef;}}","","0=Absent;1=Present","","radio; missing; grid_end; rangeperl","17669","24","","","R","","","1","","","","","","","-1","","{}","2015-01-05 10:24:15.0"
"2470","","MOODDGML","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","Lifetime Prevalence <!--Mood Disorder due to a GMC-->","","","N","2","0","","","if(in($vals{$x},0,1)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0=Absent;1=Present","","radio; missing; grid_start; grid_cols=2; grid_title=<b>MOOD DISORDER DUE TO A GMC</b>; grid_cols=2","17669","25","","","R","","","1","","","","","","","2:1:0:<b>MOOD DISORDER DUE TO A GMC</b>","","{}","2015-01-05 10:24:15.0"
"2471","","MOODDGMC","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","Current Diagnosis  <!--Mood Disorder due to a GMC-->","","","N","2","0","","","my$lifetime=$vals{'MOODDGML'};if(is_zero($lifetime)){if(is_zero($vals{$x})){return 1;}else{return qq{Error: If 'Lifetime Prevalence' equals 'Absent', 'Current Diagnosis' must also equal 'Absent'. Please review.};}}else{if($vals{$x}==$_n){return qq{Error: Response is required. Please complete.};}elsif(in($vals{$x},0,1,$_m)){return 1;}else{return undef;}}","","0=Absent;1=Present","","radio; missing; grid_end; rangeperl","17669","26","","","R","","","1","","","","","","","-1","","{}","2015-01-05 10:24:15.0"
"2472","","SIMDL","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","Lifetime Prevalence <!--Substance-Induced Mood Disorder-->","","","N","2","0","","","if(in($vals{$x},0,1)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0=Absent;1=Present","","radio; missing; grid_start; grid_border=0; grid_title=<b>SUBSTANCE-INDUCED MOOD DISORDER</b>; grid_cols=2","17669","27","","","R","","","1","","","","","","","2:0:0:<b>SUBSTANCE-INDUCED MOOD DISORDER</b>","","{}","2015-01-05 10:24:15.0"
"2473","","SIMDC","SCID","Structured Clinical Interview for the DSM-IV (SCID-IV)","","Current Diagnosis <!--Substance-Induced Mood Disorder-->","","","N","2","0","","","my$lifetime=$vals{'SIMDL'};if(is_zero($lifetime)){if(is_zero($vals{$x})){return 1;}else{return qq{Error: If 'Lifetime Prevalence' equals 'Absent', 'Current Diagnosis' must also equal 'Absent'. Please review.};}}else{if($vals{$x}==$_n){return qq{Error: Response is required. Please complete.};}elsif(in($vals{$x},0,1,$_m)){return 1;}else{return undef;}}","","0=Absent;1=Present","","radio; missing; grid_end; rangeperl","17669","28","","","R","","","1","","","","","","","-1","","{}","2015-01-05 10:24:15.0"
